96,26,56,1,65,12,40,40,77,75,51,39,82,37,14,78,18,15,18,25,0,72,35,7,72,88,92,77,82,45,69,62,39,28,88,74,2,71,0,99,25,23,94,95,80,28,24,87,33,57,78,69,16,69,29,19,81,28,16,3,71,53,27,80,31,62,17,25,43,13,51,98,92,9,67,70,56,3,75,65,70,4,83,83,88,34,54,2,72,47,84,24,41,40,12,66,82,33,9,63,56,52,20,80,42,59,32,71,68,94,55,55,39,47,76,33,31,25,42,53,65,22,8,34,99,7,60,23,46,31,2,33,76,33,31,57,53,7,40,69,82,50,49,30,86,49,12,7,67,30,32,87,82,47,90,18,30,3,12,18,19,94,24,53,14,37,51,45,76,61,76,84,57,27,97,64,25,64,10,32,32,91,13,91,69,28,96,58,20,82,80,15,42,97,80,24,88,12,38,80,77,41,88,43,7,37,79,83,26,44,51,39,40,42,31,38,83,81,93,21,14,37,28,34,21,10,73,78,2,17,11,23,16,0,12,64,43,80,48,95,72,84,36,92,23,39,82,16,27,97,50,88,30,12,58,45,35,78,71,69,4,20,58,48,17,16,28,47,94,23,24,49,54,33,11,78,73,77,66,16,60,25,81,53,73,60,91,83,69,84,27,84,28,75,12,37,94,84,48,65,45,86,18,7,51,56,49,74,58,37,14,32,40,80,16,7,39,89,26,63,9,57,34,72,64,19,9,46,82,70,75,97,41,90,78,61,91,28,96,65,97,17,22,27,97,76,73,85,95,5,66,19,99,99,17,33,14,60,90,80,53,65,7,34,57,71,8,74,9,39,83,23,42,5,48,23,58,66,40,37,21,22,59,71,70,40,38,17,23,74,7,42,72,46,98,27,47,29,19,77,59,45,40,82,46,8,33,53,5,31,31,97,39,95,22,48,14,88,76,34,25,26,8,58,7,57,22,68,27,70,31,21,37,62,81,48,85,25,51,56,66,80,63,2,55,90,18,4,83,20,71,54,15,37,3,48,37,78,85,81,48,49,97,88,3,60,38,13,22,50,43,1,89,9,69,28,92,34,19,76,1,91,43,73,58,86,19,91,4,70,0,46,37,2,7,43,26,79,22,58
59,63,46,28,49,30,38,10,74,73,76,17,69,70,72,50,31,40,88,91,23,91,51,38,95,39,81,39,13,61,53,79,78,95,37,67,46,39,18,13,47,72,98,94,33,33,15,22,45,90,42,89,56,33,72,32,94,77,33,5,61,59,53,27,80,14,34,89,36,59,86,30,25,34,21,93,84,87,57,35,28,21,87,16,13,31,60,78,16,87,88,91,23,38,71,42,83,90,8,53,89,64,85,2,44,25,7,25,8,29,61,14,35,68,69,30,12,48,78,17,65,83,8,24,85,42,48,65,96,54,18,34,48,75,9,89,40,96,48,32,27,7,33,66,97,25,77,24,15,84,78,61,65,57,42,85,59,57,69,5,0,51,34,30,76,73,3,51,17,1,76,41,20,83,64,83,99,76,27,58,14,84,51,63,77,27,47,51,74,25,84,44,62,59,69,42,52,62,53,39,62,1,49,20,84,62,76,22,29,81,33,11,33,69,16,99,82,23,29,23,13,38,51,3,66,73,64,20,17,49,12,74,50,42,17,29,40,43,7,30,53,35,4,76,50,48,23,35,24,72,95,0,63,8,15,31,56,85,47,92,73,7,4,98,57,9,46,12,23,79,76,18,29,31,1,97,55,85,8,40,80,76,67,16,63,46,73,10,84,40,57,43,6,70,11,24,37,75,29,74,21,73,82,53,4,49,78,10,50,46,83,21,71,80,51,27,54,84,20,43,5,16,65,36,60,13,98,43,32,6,73,45,98,46,17,6,99,41,77,94,92,96,64,79,95,49,41,2,39,36,6,14,46,63,33,17,6,11,77,58,40,10,25,39,69,4,60,56,64,90,67,52,97,6,3,11,75,54,96,19,66,60,32,22,32,70,74,69,3,93,91,96,50,21,23,98,50,84,53,57,11,49,8,76,38,50,1,15,46,25,40,88,4,31,79,65,66,93,91,27,97,25,46,51,69,47,28,71,88,30,33,69,67,50,28,74,34,23,25,77,82,66,83,21,10,65,7,78,34,64,62,90,44,27,72,22,40,65,42,40,75,42,41,96,50,45,67,80,69,31,70,29,62,20,90,4,90,90,42,46,81,18,59,79,81,85,19,4,72,31,30,30,14,23,29,22,98,79,96,1
17,70,20,82,54,64,39,39,93,29,13,91,94,46,61,57,7,91,60,43,94,16,22,69,22,68,68,18,76,86,72,50,79,6,42,19,49,86,66,17,83,54,13,59,82,15,64,78,2,42,86,58,48,3,70,35,13,24,65,22,55,42,21,13,84,46,96,8,16,20,34,2,99,7,6,21,41,12,22,72,65,80,38,85,96,28,67,86,31,25,70,68,94,59,11,59,69,35,57,37,65,64,7,88,94,40,75,94,19,69,13,52,50,55,52,6,60,18,36,61,40,66,15,10,96,13,64,44,57,99,21,72,69,71,19,79,62,94,44,39,86,72,30,14,20,51,11,51,86,98,56,10,53,16,29,32,31,60,29,74,89,30,6,99,86,24,54,44,67,54,14,52,99,86,95,95,69,6,27,96,21,23,81,93,63,51,65,12,84,49,44,14,54,27,30,68,0,22,10,4,76,85,6,31,14,64,29,72,27,43,26,73,85,0,16,65,16,7,82,30,17,89,88,18,81,90,25,40,86,49,37,29,95,37,83,49,10,32,90,75,40,45,82,38,95,59,64,26,93,28,51,68,46,86,85,93,67,51,29,7,20,47,86,6,22,79,88,91,90,28,52,3,14,5,41,15,62,88,83,60,14,56,93,92,66,18,85,72,56,94,62,54,62,66,59,58,86,39,6,40,99,14,49,51,86,76,48,3,34,14,20,3,17,81,75,89,1,28,13,25,75,58,45,48,58,16,90,63,7,22,40,69,62,79,10,35,13,22,28,73,33,74,64,70,4,50,91,86,16,26,41,61,78,53,4,94,12,87,3,56,42,51,87,92,6,49,5,39,26,69,76,84,97,5,9,75,95,70,33,25,53,47,45,64,14,72,17,32,10,51,43,38,28,83,27,53,82,1,45,58,88,51,81,21,65,41,65,16,81,62,79,23,98,80,70,90,34,87,11,44,79,70,10,41,31,1,39,57,64,41,82,96,21,43,3,39,14,53,74,90,55,43,85,51,9,2,51,77,9,84,61,22,2,41,73,73,58,8,58,93,20,34,48,16,11,26,31,50,89,85,93,5,14,22,90,88,57,42,11,3,58,32,39,77,81,17,6,72,27,88,78,80,11,76,9,28,0,19,85,20
93,94,83,11,17,87,72,88,92,32,44,35,7,37,7,46,89,9,89,90,37,66,73,69,27,67,73,83,66,63,47,44,59,40,57,95,92,74,99,16,56,81,33,8,81,71,24,6,69,2,96,14,15,15,49,95,78,97,82,19,44,61,32,51,4,8,67,10,68,73,20,62,70,69,91,53,44,38,83,91,18,74,60,48,46,19,90,91,48,59,74,97,43,47,14,39,23,14,86,73,36,98,81,47,47,3,83,27,2,98,74,19,72,35,92,19,25,40,81,52,86,90,78,95,53,34,91,92,90,41,17,16,96,79,73,13,38,79,23,49,26,85,6,76,33,51,80,76,73,20,52,4,46,28,31,12,61,15,41,21,95,39,73,78,81,76,71,19,58,99,78,13,12,42,69,48,82,45,59,79,93,9,30,39,38,69,7,59,32,35,51,84,28,46,87,47,16,0,74,25,60,96,22,28,90,61,53,96,55,40,74,36,21,4,43,37,7,44,38,79,61,67,54,62,84,80,93,60,22,8,49,23,63,82,90,81,16,64,51,31,2,33,86,11,17,16,84,61,52,88,74,58,63,83,44,29,25,90,80,54,42,45,31,26,36,57,4,39,39,4,55,16,32,83,12,75,79,2,12,91,44,2,65,81,54,20,32,42,65,73,64,55,28,1,92,27,32,89,50,4,36,94,80,0,22,18,64,20,5,39,53,50,92,26,41,65,51,85,28,15,93,25,0,67,42,38,71,29,63,39,33,5,51,12,24,0,46,19,12,8,35,5,19,78,23,56,53,58,87,0,12,75,91,48,36,19,62,61,70,38,76,65,70,62,90,54,55,89,19,21,69,6,63,68,61,63,44,37,21,1,21,73,66,74,5,35,68,56,55,26,56,48,73,90,44,71,14,81,55,71,48,99,16,3,50,52,59,36,30,51,57,10,71,66,72,42,65,65,49,61,72,2,6,57,0,11,75,16,93,56,76,18,58,2,79,96,82,26,49,42,47,46,20,34,29,52,10,67,30,44,14,38,57,27,39,36,29,22,11,83,48,47,33,39,39,6,58,93,98,20,16,55,29,3,66,67,65,18,86,24,58,81,37,57,94,60,60,10,86,24,24,75,82,44,11,63,12,3,47,6
98,72,75,64,87,5,59,45,76,99,65,8,59,13,17,88,22,92,39,67,3,88,49,17,53,82,79,27,76,18,87,71,62,45,22,57,39,86,92,31,29,75,93,81,44,58,69,68,6,4,96,71,88,29,45,26,16,73,55,20,98,8,78,64,53,19,46,9,3,7,18,87,53,83,72,93,84,18,43,55,43,17,52,71,74,84,52,9,79,73,78,43,10,68,2,8,66,8,23,90,60,55,8,79,68,16,82,1,17,62,83,24,90,5,42,69,7,95,52,98,11,69,32,39,60,28,90,8,79,67,22,72,52,90,72,10,69,17,72,26,86,0,79,6,31,31,35,4,36,37,8,22,92,95,33,66,21,5,95,26,3,79,80,38,80,9,34,4,93,41,80,33,58,55,7,93,42,7,15,3,3,60,41,72,50,10,52,12,58,85,65,29,23,58,50,44,3,30,33,88,62,1,14,20,72,47,11,83,17,70,43,0,18,78,90,74,98,95,97,98,35,42,25,23,42,90,90,63,91,84,36,75,94,64,30,68,16,8,63,91,19,12,95,8,7,56,66,29,97,84,76,90,66,94,29,60,67,84,77,63,29,12,90,71,76,44,54,42,99,93,41,58,72,57,11,92,6,62,6,60,8,23,65,30,90,48,38,95,25,83,83,72,40,42,98,88,11,71,76,85,72,23,89,76,88,56,80,98,30,82,75,73,95,31,29,18,11,51,92,75,66,55,84,21,10,92,31,62,40,29,87,16,63,4,51,11,64,73,10,88,89,60,5,59,67,2,11,27,16,54,71,68,5,64,35,97,86,13,45,51,93,69,16,31,84,78,36,46,14,49,24,81,9,52,0,55,16,92,2,18,89,56,47,66,22,94,26,97,15,40,19,38,45,54,68,30,57,45,49,66,73,68,32,43,78,13,38,62,41,63,90,73,64,0,21,70,69,54,73,77,51,37,42,14,76,74,88,82,7,18,31,0,34,63,67,65,24,65,2,78,71,40,96,37,97,38,93,15,37,66,41,15,77,80,77,54,66,86,26,57,93,86,22,84,23,50,56,26,31,23,48,48,87,11,88,15,62,81,33,19,46,49,2,26,52,73,80,7,91,96,35,61,70,57,78,9,93,35,30,76
20,59,28,37,71,7,59,47,60,49,14,32,56,85,93,81,51,21,74,22,23,50,71,58,26,72,38,84,6,69,3,53,53,75,44,16,34,93,31,88,83,7,38,62,7,20,87,77,40,79,92,23,31,32,27,23,22,66,47,76,84,58,93,66,48,52,79,69,8,22,54,66,65,50,76,3,0,48,71,88,13,19,24,34,50,23,96,97,84,96,65,29,24,13,71,41,92,64,69,25,51,88,97,10,76,16,36,39,26,68,65,19,9,93,34,87,22,93,16,58,8,69,42,10,14,39,47,57,44,65,77,29,79,55,80,4,15,42,59,57,47,83,13,46,45,45,74,50,43,30,82,82,2,82,61,2,63,69,25,54,3,11,57,64,75,54,93,59,1,69,35,85,91,38,53,13,8,63,11,95,60,78,64,60,30,11,64,64,66,26,56,87,57,77,63,43,60,34,11,1,46,98,32,69,72,47,53,3,93,20,20,19,30,95,45,85,59,18,83,17,9,32,63,20,41,60,2,1,88,60,19,63,14,24,36,33,31,4,34,12,59,15,25,97,82,80,5,34,22,65,78,60,9,36,38,52,73,31,15,11,71,80,77,58,23,1,39,3,79,26,5,36,22,10,62,77,67,16,0,94,51,28,86,43,75,28,23,72,99,73,58,89,15,18,87,37,27,16,93,86,3,21,53,25,94,73,77,38,59,99,26,91,46,96,99,51,53,95,18,73,58,75,12,27,26,92,94,21,50,10,59,93,32,49,86,33,24,36,31,41,33,17,7,10,41,10,44,90,88,24,43,54,89,2,58,6,32,71,80,76,57,1,12,35,95,55,42,37,48,32,40,68,82,40,83,70,82,66,70,47,43,88,59,37,60,21,53,68,38,54,65,14,35,96,73,99,1,90,63,11,3,35,46,14,29,3,64,82,72,13,87,27,74,4,82,95,10,35,44,74,82,86,56,34,89,88,5,86,16,25,27,38,33,23,77,21,83,81,41,31,24,19,37,46,31,57,72,82,41,48,63,77,60,15,64,31,91,55,68,20,49,12,35,84,30,0,0,43,77,38,63,3,85,87,62,3,11,19,49,66,33,96,18,77,39,71,7,56,41,26,2,98,53,33,34,41,59,68,39,86
36,85,7,34,81,92,98,9,13,4,95,2,46,68,31,19,13,20,26,70,57,98,90,19,46,8,84,9,85,49,10,12,88,34,1,42,34,66,87,23,98,73,28,29,25,13,56,11,64,53,44,29,36,80,9,77,20,32,93,68,56,92,14,5,22,32,56,8,77,96,75,45,15,99,31,37,0,36,90,64,61,59,97,37,9,99,96,97,65,46,17,61,27,79,48,47,97,4,77,42,93,84,19,28,81,93,54,0,10,36,65,15,82,72,32,25,13,90,79,53,11,72,99,49,12,55,20,8,88,94,56,78,42,55,9,25,37,41,79,22,42,4,3,98,13,10,39,50,33,9,3,14,94,71,55,4,41,35,3,13,70,81,47,65,19,98,89,53,92,68,90,82,21,75,59,98,6,9,92,80,95,36,65,84,87,14,48,48,7,44,25,38,69,30,42,62,6,77,81,66,42,86,7,65,48,6,44,87,10,29,84,21,90,28,48,31,1,41,84,11,28,38,98,87,33,48,81,38,29,97,13,81,29,46,37,11,17,6,79,45,45,26,99,85,9,71,43,40,81,62,14,14,91,23,74,85,5,8,38,90,60,15,25,7,87,2,34,15,31,47,28,71,43,81,59,30,76,88,30,25,33,82,3,38,63,25,53,99,12,71,31,84,88,83,71,36,46,32,38,75,10,41,59,83,82,95,40,13,8,46,50,1,71,85,72,39,80,46,91,96,50,7,2,24,50,53,95,91,70,51,2,4,24,27,80,63,60,34,47,79,37,47,69,68,82,69,55,75,60,13,5,23,50,79,78,42,84,94,4,25,97,42,69,88,78,35,38,99,70,92,75,31,70,41,95,37,1,18,74,44,40,52,20,2,67,1,83,4,30,73,0,18,41,79,17,76,54,26,32,74,87,84,60,82,48,17,42,51,15,41,81,41,31,27,68,96,58,5,47,73,33,89,15,15,9,25,75,10,35,2,76,67,24,54,19,59,55,25,82,17,36,62,69,39,32,41,55,87,15,35,90,31,72,45,55,26,34,91,69,79,9,0,78,82,88,14,56,69,4,47,25,73,85,38,90,12,71,37,64,49,42,35,36,32,33,44,53,50,45,82,72,74,71,38,96,80,85,82,62,20
50,26,66,61,24,54,45,26,51,11,62,69,75,13,13,58,94,83,55,32,81,90,2,2,51,87,50,18,50,62,21,22,54,53,46,3,98,63,46,91,21,82,77,75,1,86,54,1,18,94,79,34,23,2,85,42,19,54,63,77,17,87,14,79,0,86,86,5,60,87,90,51,20,33,58,92,73,84,41,89,37,93,17,50,20,53,7,52,20,36,10,4,58,93,18,8,45,63,94,9,33,81,45,34,3,9,73,3,19,16,65,99,4,87,39,12,62,92,91,12,27,38,80,70,43,61,80,68,14,27,20,83,71,0,69,45,50,63,37,25,43,16,33,13,32,89,65,85,99,11,66,81,34,62,99,42,99,58,33,61,87,86,24,17,87,2,46,50,88,77,34,76,39,48,69,90,80,11,27,96,10,86,52,95,93,57,59,64,97,43,58,74,64,14,87,2,32,23,11,32,19,61,93,34,63,90,47,25,44,65,31,73,59,0,51,22,98,93,24,52,44,4,35,84,57,50,55,74,51,52,63,8,21,27,61,5,77,54,16,14,41,30,69,18,60,59,39,53,42,96,66,71,27,92,19,6,21,89,58,60,69,18,53,15,46,99,76,18,30,36,28,89,74,64,36,53,67,99,90,59,98,99,3,98,81,32,28,38,4,76,86,67,70,37,16,76,16,26,26,88,14,17,36,84,4,92,94,93,25,20,57,11,17,5,68,88,75,72,5,18,3,46,9,65,77,78,81,59,25,68,67,55,49,41,12,61,91,27,0,10,68,93,22,55,27,60,44,34,62,89,31,66,3,77,69,63,71,63,70,77,45,23,67,40,55,52,77,17,72,6,8,4,65,31,74,30,47,47,43,90,15,44,35,29,1,29,57,21,70,43,11,82,37,35,90,17,65,42,24,22,62,85,40,28,32,54,20,66,61,0,99,84,55,52,5,57,81,2,31,81,45,1,28,30,16,72,22,22,23,62,80,81,99,67,47,7,11,77,49,11,90,56,39,91,43,11,31,43,54,94,56,36,8,46,17,6,33,68,88,18,59,54,16,78,28,28,23,2,57,91,72,86,81,34,45,27,72,12,54,4,39,63,48,9,24,4,89,44,99,67,84,13,58,76,78,88,91,97,6,93
88,61,95,18,17,82,93,99,82,98,75,23,14,9,3,46,40,31,50,22,83,58,63,18,33,98,82,3,51,81,22,93,19,3,15,9,4,30,84,40,64,28,23,96,89,84,50,8,89,33,82,7,92,20,79,63,60,85,76,95,63,21,67,8,48,51,88,3,31,40,70,56,49,97,53,29,40,64,18,37,4,62,7,99,58,50,2,48,40,70,29,62,65,15,21,3,6,46,20,78,72,1,29,14,74,83,60,36,45,11,75,74,84,9,32,43,40,69,60,75,16,74,4,49,44,76,0,51,48,89,66,87,31,22,0,9,27,49,50,67,36,77,75,45,32,71,69,86,78,88,24,30,91,63,4,23,75,71,15,29,98,0,33,2,42,50,33,13,80,49,24,5,37,32,44,19,63,4,74,38,92,27,76,73,35,48,85,3,23,10,5,46,21,7,83,49,40,93,94,16,1,46,70,35,67,16,23,36,27,68,74,29,8,22,53,37,22,95,9,80,6,18,81,86,40,29,60,53,5,39,86,94,50,92,13,70,86,82,40,46,67,11,35,90,34,29,70,44,32,4,59,65,69,73,43,58,51,70,87,49,92,90,32,8,89,77,34,23,76,12,24,85,46,87,72,28,84,18,76,57,59,39,44,74,56,98,50,16,56,74,82,84,90,98,12,89,94,61,90,95,98,36,66,92,70,70,58,86,95,75,94,28,42,18,88,62,65,6,42,71,97,18,28,72,68,7,47,7,5,40,52,68,38,25,90,68,18,90,75,66,36,84,4,50,54,40,70,94,19,56,91,97,47,45,8,40,45,23,78,35,54,2,91,81,49,43,65,90,8,10,39,33,59,8,47,57,79,37,33,8,1,54,93,45,37,10,64,33,36,92,44,46,83,24,41,17,10,86,85,25,88,49,91,52,96,36,70,74,28,80,16,22,42,73,21,25,60,39,79,84,85,81,94,85,98,46,51,37,61,4,40,24,14,31,97,9,34,9,97,5,32,68,61,50,40,32,21,4,95,75,53,58,20,40,30,3,12,20,42,56,57,17,55,85,2,62,29,4,2,28,97,36,83,88,70,34,29,27,4,89,45,15,47,10,19,31,57,69,93,5,16,27,68,13,98,73,26,61,55,90
2,94,88,75,73,58,71,78,79,36,30,67,37,27,70,23,85,76,48,35,73,62,86,38,77,12,3,45,85,52,49,16,72,25,16,65,2,92,69,20,93,6,82,56,38,70,25,7,41,54,6,99,30,21,37,41,62,34,60,73,57,26,47,49,26,96,26,0,88,52,15,27,46,57,92,51,19,86,90,15,28,45,81,18,6,82,77,39,72,8,76,72,47,81,7,31,79,13,70,16,18,14,56,8,92,63,58,91,24,56,87,54,82,95,11,64,75,16,17,3,94,52,47,45,24,13,38,38,98,57,99,31,81,82,59,94,16,76,48,20,58,12,74,78,7,31,25,14,89,26,27,3,93,55,55,59,65,33,69,39,67,78,92,60,61,42,51,49,11,77,33,72,14,70,43,40,99,39,66,9,89,12,25,1,38,27,42,56,98,22,53,51,30,14,89,71,74,35,98,24,96,14,33,66,28,84,87,29,83,21,19,23,16,31,32,22,14,62,41,58,96,14,10,39,43,58,80,90,91,54,60,12,55,12,46,64,4,5,78,93,76,67,56,90,58,2,14,28,65,77,12,43,25,83,32,56,89,1,53,12,15,41,86,80,51,45,91,93,46,19,94,57,44,47,20,11,21,37,34,20,23,76,37,19,3,47,27,52,18,83,52,87,7,98,83,54,24,94,97,23,27,53,79,45,59,5,33,35,35,39,59,96,45,8,49,20,50,76,80,23,30,99,52,3,80,84,67,51,33,25,98,72,19,30,38,77,74,21,71,58,48,67,98,19,94,97,3,70,2,50,91,9,49,9,87,62,23,52,33,63,25,18,16,22,81,85,89,2,36,38,49,26,82,86,27,67,88,54,56,36,28,69,72,30,97,28,68,56,45,34,36,28,95,46,9,72,91,12,62,91,22,98,42,36,58,52,51,36,50,93,30,33,7,45,88,51,56,47,71,92,66,37,69,9,81,65,38,82,53,50,42,66,29,85,15,27,94,51,22,3,18,52,0,89,52,95,1,65,36,6,89,7,92,14,65,85,85,85,95,90,94,89,48,99,12,26,88,77,0,79,34,16,81,57,0,70,35,54,24,70,93,68,13,97,30,51,13,5,54,88,40,16,80,44,24,80,83,89,9,38
