42,51,89,83,69,87,58,30,18,81,5,93,25,5,90,75,91,58,49,1,3,17,8,24,45,56,2,5,70,97,43,42,55,50,50,68,36,59,98,25,58,12,80,5,74,47,9,57,0,94,58,45,24,23,14,58,68,58,76,13,5,73,28,18,89,53,94,3,87,59,78,90,53,4,33,68,15,12,74,67,29,87,99,21,14,58,71,4,33,30,29,72,24,7,70,7,51,52,30,24,8,16,50,66,48,47,53,29,86,14,27,31,21,42,42,30,74,7,17,46,81,84,56,6,5,30,10,68,6,50,82,26,25,91,49,80,43,57,58,85,89,64,20,50,96,96,57,8,77,24,16,99,6,90,5,57,59,48,62,52,56,94,34,87,8,27,49,48,63,84,83,92,21,11,39,66,48,96,87,51,72,42,39,94,38,31,13,98,56,35,23,37,86,20,81,4,73,82,2,41
9,54,78,33,50,16,73,18,9,69,96,66,49,66,74,49,21,15,21,67,44,71,66,46,82,10,48,21,63,8,58,10,71,19,57,23,63,83,94,41,4,36,0,89,69,91,94,32,83,85,47,50,49,59,30,94,18,2,29,94,20,59,36,59,53,5,64,71,48,77,45,58,80,54,50,53,84,11,36,30,23,22,8,46,44,89,33,24,23,95,11,92,60,27,25,40,29,78,48,56,64,45,50,10,93,36,68,62,32,80,57,84,43,91,0,18,17,15,83,69,17,79,26,61,3,95,8,47,93,51,49,26,62,37,56,1,66,50,87,59,28,26,80,29,34,65,28,66,72,8,98,16,89,76,27,26,59,20,19,24,64,93,12,73,29,96,41,50,27,72,74,88,18,37,8,90,2,35,0,34,25,67,72,58,6,49,68,94,94,98,24,73,46,81,2,72,51,7,69,44
24,5,60,65,94,16,38,35,86,68,95,84,17,83,7,74,94,73,67,23,1,76,90,38,68,2,63,89,78,92,64,63,51,64,50,30,33,10,74,91,2,68,41,51,9,98,0,57,2,59,7,13,80,53,1,5,1,26,65,76,61,86,37,84,37,95,63,65,0,53,48,24,42,54,36,9,68,44,10,9,27,63,81,75,77,63,6,50,73,91,64,1,46,99,15,81,7,62,48,61,0,91,2,52,66,91,40,15,20,5,4,2,72,81,71,73,53,27,26,51,21,93,79,52,78,28,77,41,94,8,63,1,41,95,79,0,3,16,0,70,91,16,17,93,17,6,48,95,67,55,54,85,84,99,79,26,36,36,65,43,5,88,66,35,9,68,8,51,0,74,2,70,95,51,80,4,22,66,19,63,43,93,12,63,15,52,0,49,87,66,22,3,32,58,34,31,77,53,51,17
71,84,14,41,6,26,93,73,36,15,6,74,34,88,46,49,32,10,8,68,10,7,19,81,6,89,17,43,71,50,15,47,80,87,41,6,35,27,19,82,83,32,26,19,5,34,47,46,16,33,17,37,18,58,57,94,76,93,55,31,56,70,45,5,9,39,44,91,96,57,42,52,40,60,11,44,64,76,23,90,98,36,95,48,57,94,43,18,87,31,20,96,12,44,82,47,12,69,18,72,3,74,95,55,79,46,58,53,38,1,50,60,59,24,83,6,80,89,4,49,89,91,65,50,85,73,17,11,0,31,78,33,81,67,98,48,70,26,76,28,43,11,28,4,64,69,14,81,57,83,0,78,77,19,37,86,10,33,56,18,12,37,44,7,56,46,1,26,46,43,79,85,33,32,9,77,70,21,2,24,92,57,85,93,26,12,86,1,39,25,13,28,89,1,15,29,13,94,19,84
47,45,89,72,45,47,8,19,12,18,42,41,75,31,39,62,36,52,97,54,74,16,16,62,42,87,4,16,34,19,55,40,59,95,16,17,17,74,70,73,57,61,76,48,9,33,31,69,63,33,62,88,26,75,62,25,67,93,65,93,64,90,91,69,80,77,81,11,85,48,75,59,65,17,13,17,54,66,66,93,71,62,83,34,16,65,66,90,30,51,70,72,42,75,72,84,9,93,63,53,14,12,77,74,18,10,22,60,23,70,48,46,50,39,13,5,29,81,3,90,52,45,5,70,68,97,56,46,27,31,35,60,44,59,8,31,44,88,15,15,48,45,7,43,95,86,26,13,16,92,55,31,51,65,75,91,9,68,80,75,45,11,12,52,6,34,7,75,34,12,5,94,99,5,25,8,14,74,60,4,55,77,67,88,8,32,12,74,54,45,81,70,26,81,79,31,44,44,30,52
50,17,24,30,85,26,94,70,47,82,37,40,0,88,72,7,96,36,76,4,19,70,99,28,91,54,79,91,48,37,66,54,94,15,19,55,82,58,76,59,2,51,77,29,78,90,38,84,88,13,8,59,60,59,68,72,31,30,95,40,35,30,23,63,17,3,71,76,69,83,93,1,8,70,58,91,60,21,12,97,57,50,64,15,91,86,81,12,50,28,1,52,80,9,76,71,46,51,83,47,11,53,0,7,81,96,16,80,42,51,42,83,20,28,5,59,31,8,64,30,3,85,79,6,88,61,77,63,83,74,78,77,85,67,32,13,34,69,35,15,68,26,45,97,91,71,19,36,90,84,53,31,35,34,34,48,16,17,35,11,98,61,2,31,56,98,54,49,77,1,2,79,80,93,20,18,9,72,43,2,62,80,57,50,15,55,6,66,82,96,60,88,8,94,11,78,12,33,2,18
37,6,78,26,8,62,60,96,10,94,72,38,77,56,94,75,73,50,12,71,61,3,40,89,3,21,44,40,81,27,21,77,28,17,4,94,75,41,77,76,62,2,51,9,54,15,52,58,37,24,77,30,84,16,37,46,67,36,53,33,14,92,41,2,83,75,69,24,38,77,3,29,57,72,78,79,31,99,58,69,88,24,35,82,25,39,53,53,98,56,70,58,90,58,73,9,55,60,48,55,62,52,72,15,10,31,20,24,81,48,76,43,76,71,21,19,39,49,10,30,2,79,11,83,29,70,86,11,81,66,49,15,58,57,57,10,55,65,4,20,52,27,99,88,99,95,8,74,76,81,57,79,45,23,11,53,60,53,85,13,91,1,50,22,26,86,2,42,92,44,9,63,64,47,75,60,50,72,51,1,66,83,11,25,94,51,90,39,66,32,18,51,97,35,22,50,36,82,40,58
94,32,44,54,56,3,75,47,88,39,24,73,19,1,20,6,72,15,83,4,28,1,33,35,68,20,60,59,1,19,74,14,20,51,22,1,57,68,3,41,64,51,87,73,19,2,11,7,83,82,52,30,4,26,6,92,4,39,75,73,79,6,11,2,64,49,86,63,79,0,38,28,18,87,81,58,4,98,51,0,26,48,71,26,3,34,61,59,80,46,80,12,28,56,41,25,13,74,65,39,40,14,50,77,71,21,72,55,58,72,31,86,71,69,49,61,42,98,87,78,87,89,99,17,67,78,90,56,67,31,85,82,46,90,52,58,98,29,86,31,93,97,83,89,89,74,71,41,87,81,8,31,82,14,82,11,11,94,84,68,93,82,31,95,23,53,88,60,0,41,42,56,69,89,51,92,63,20,83,48,31,73,20,76,9,51,52,74,58,72,63,6,8,24,38,51,25,71,46,22
67,56,9,44,32,83,10,52,69,88,35,30,43,58,18,36,56,33,81,86,14,61,69,72,86,59,22,24,68,92,53,28,53,61,64,90,28,68,75,23,73,65,58,54,73,86,63,34,37,73,9,61,11,48,49,15,10,36,4,27,21,93,21,57,2,87,41,66,79,30,11,46,20,30,79,0,73,28,78,63,24,61,84,13,69,42,81,69,79,78,22,70,37,11,85,74,10,8,11,23,28,33,23,21,74,5,33,42,24,42,52,40,66,4,33,50,76,8,62,55,32,10,63,78,89,41,0,97,17,35,70,4,13,6,67,55,10,60,95,51,74,16,27,17,58,31,61,43,42,9,33,56,26,87,65,58,58,91,57,72,56,37,5,45,37,40,67,77,18,52,63,12,13,65,55,11,46,58,8,52,97,94,90,90,45,31,97,97,83,45,74,76,11,93,21,78,22,46,61,89
54,36,36,20,20,52,43,44,85,87,32,73,89,8,85,38,64,16,25,87,26,4,42,98,1,36,59,60,13,62,24,14,86,68,87,40,51,86,37,70,23,71,8,59,46,36,75,63,83,75,2,69,60,80,27,73,89,38,31,12,67,22,20,43,50,80,69,7,60,55,54,27,75,80,95,79,43,24,10,11,89,86,8,88,8,69,61,26,88,20,96,36,92,15,14,99,26,72,79,59,66,7,24,68,38,78,51,87,11,38,18,89,78,96,13,22,9,99,16,55,73,65,58,67,33,1,91,8,37,28,17,71,71,89,26,93,93,31,77,90,42,96,32,18,94,76,28,74,41,28,19,24,84,41,18,24,43,73,1,44,77,55,17,54,13,4,33,82,65,49,43,28,0,40,4,24,32,59,0,71,27,84,33,59,15,23,32,66,8,98,64,30,25,67,45,30,93,45,93,38
59,90,30,31,72,69,47,39,95,34,84,48,64,75,35,56,45,92,98,94,92,64,30,51,25,40,6,61,3,63,78,90,27,91,64,79,46,2,72,6,24,85,72,49,29,88,66,71,94,63,65,32,26,65,54,13,49,60,71,74,68,8,29,61,32,18,67,93,37,22,12,97,47,57,11,65,36,12,39,71,27,36,47,65,69,69,82,85,41,74,83,61,29,48,78,74,85,22,10,55,42,93,65,68,46,29,11,28,59,23,11,9,53,13,77,66,56,37,36,22,90,24,46,80,83,36,85,71,35,49,43,44,28,42,7,48,77,64,46,30,16,77,80,68,84,98,7,93,9,77,45,96,45,60,13,45,97,23,70,76,58,88,63,7,84,82,88,43,21,47,54,9,19,8,38,90,22,91,13,21,57,5,88,69,31,91,53,75,45,35,90,86,45,32,16,81,40,94,48,15
29,59,33,81,26,16,17,16,53,0,86,60,19,20,44,27,92,61,52,21,42,36,92,31,76,19,46,70,88,27,92,23,17,6,51,52,83,58,65,4,36,59,67,58,68,22,62,64,1,47,6,77,54,62,69,37,81,76,85,33,35,59,28,95,65,67,59,72,16,34,47,47,74,23,98,91,51,94,11,87,80,42,89,19,23,13,82,9,13,14,28,59,76,17,75,68,56,9,80,28,7,34,89,58,94,25,89,95,18,29,95,70,56,94,42,48,47,20,35,3,55,19,61,34,3,42,4,48,50,15,64,64,77,99,76,20,80,82,8,94,44,6,61,35,51,48,6,46,63,53,98,19,26,72,95,38,7,15,64,73,61,44,87,45,28,79,85,92,45,51,64,22,29,83,34,81,41,79,36,54,66,90,79,31,10,34,51,82,4,16,58,74,63,22,87,37,64,10,22,34
